YEAR,JOURNAL,TITLE,DOI
2010,Microbial Ecology,Microbial protein in soil: influence of extraction method and C amendment on extraction and recovery,10.1007/s00248-009-9593-x
2010,Journal of Ecology,Variation in gene expression of Andropogon gerardii in response to altered environmental conditions associated with climate change,10.1111/j.1365-2745.2009.01618.x
2011,American Midland Naturalist,Assessing fine-scale genotypic structure of a dominant species in native grasslands,10.1674/0003-0031-165.2.211
2011,Landscape Ecology,Historical processes and landscape context influence genetic structure in peripheral populations of the collared lizard (Crotaphytus collaris),10.1007/s10980-011-9631-1
2011,Landscape Ecology,Landscape context matters: local habitat and landscape effects on the abundance and patch occupancy of collared lizards in managed grasslands,10.1007/s10980-011-9612-4
2011,Biogeosciences,Relative effects of precipitation variability and warming on tallgrass prairie ecosystem function,10.5194/bg-8-3053-2011
2011,Ecology Letters,Abundance of introduced species at home predicts abundance away in herbaceous communities,10.1111/j.1461-0248.2010.01584.x
2011,Southwestern Naturalist,Treated versus new traps: does chronic application of disinfectant to live traps reduce trappability of rodents?,10.1894/F12-RTS-12.1
2011,Restoration Ecology,Root dynamics of cultivar and non-cultivar population sources of two dominant grasses during initial establishment of tallgrass prairie,10.1111/j.1526-100X.2009.00539.x
2011,Landscape Ecology,"Population genetic structure and landscape connectivity of the Eastern Yellowbelly Racer (Coluber constrictor flaviventris) in the contiguous tallgrass prairie of northeastern Kansas, USA",10.1007/s10980-010-9554-2
2011,Freshwater Biology,Nutrient loading and grazing by the minnow Phoxinus erythrogaster shift periphyton abundance and stoichiometry in mesocosms,10.1111/j.1365-2427.2010.02557.x
2011,Restoration Ecology,Intraspecific Variation in Ecophysiology of Three Dominant Prairie Grasses Used in Restoration: Cultivar Versus Non-Cultivar Population Sources,10.1111/j.1526-100X.2010.00673.x
2011,Plant Ecology,Mycorrhizal suppression alters plant productivity and forb establishment in a grass-dominated prairie restoration,10.1007/s11258-011-9940-0
2011,American Midland Naturalist,Vegetation responses to an animal-generated disturbance (bison wallows) in tallgrass prairie,10.1674/0003-0031-165.1.60
2011,Ecotoxicology,"Regional and interspecific variation in Sr, Ca, and Sr/Ca ratios in avian eggshells from the USA",10.1007/s10646-011-0703-4
2011,Plant Ecology,Differential responses to defoliation frequency in Little Bluestem (Schizachyrium scoparium) in tallgrass prairie: Implications for herbivory tolerance and avoidance,10.1007/s11258-011-9904-4
2011,Oecologia,Linking plant growth responses across topographic gradients in tallgrass prairie,10.1007/s00442-011-1948-6
2011,Journal of Ecology,Explaining temporal variation in above-ground productivity in a mesic grassland: the role of climate and flowering,10.1111/j.1365-2745.2011.01844.x
2011,Ecosphere,Positive feedbacks amplify rates of woody encroachment in mesic tallgrass prairie,10.1890/ES11-00212.1
2011,Molecular Ecology,Species abundance distributions and richness estimations in fungal metagenomics - lessons learned from community ecology,10.1111/j.1365-294X.2010.04948.x
2012,Plant Ecology,Measuring genetic diversity in ecological studies,10.1007/s11258-012-0069-6
2012,Ecological Applications,"High richness and dense seeding enhance grassland restoration establishment, but have little effect on drought response",10.1890/11-1970.1
2012,Restoration Ecology,Recovery of native plant community characteristics on a chronosequence of restored prairies seeded into pastures in West-Central Iowa,10.1111/j.1526-100X.2010.00760.x
2012,Applied Vegetation Science,Drought-mediated stem and belowground bud dynamics in restored grasslands,10.1111/j.1654-109X.2012.01200.x
2012,Functional Ecology,Stability of tallgrass prairie during a 19-year increase in growing season precipitation,10.1111/j.1365-2435.2012.01995.x
2012,Ecography,The roles of shifting and filtering in generating community-level flowering phenology,10.1111/j.1600-0587.2012.07625.x
2012,Ecosystems,Controls on Soil Organic Carbon Stocks and Turnover Among North American Ecosystems,10.1007/s10021-012-9534-2
2012,Oikos,Effects of foundation species genotypic diversity on subordinate species richness in an assembling community,10.1111/j.1600-0706.2011.19447.x
2012,Global Change Biology,Sensitivity of mean annual primary production to precipitation,10.1111/j.1365-2486.2012.02687.x
2012,Western North American Naturalist,"Hispid pocket mice in tallgrass prairie: abundance, seasonal activity, habitat association, and individual attributes",10.3398/064.072.0312
2012,Functional Ecology,Community stability does not preclude ecosystem sensitivity to chronic resource alteration,10.1111/j.1365-2435.2012.02053.x
2012,Journal of Plant Ecology,A test of two mechanisms proposed to optimize grassland aboveground primary productivity in response to grazing,10.1093/jpe/rts020
2012,Journal of Wildlife Management,"Demography of Greater Prairie-Chickens: regional variation in vital rates, sensitivity values, and population dynamics",10.1002/jwmg.369
2012,Journal of Wildlife Management,Effects of rangeland management on the site occupancy dynamics of prairie-chickens in a protected prairie preserve,10.1002/jwmg.237
2012,Plant Ecology,Contrasting bud bank dynamics of two co-occurring grasses in tallgrass prairie: implications for grassland dynamics,10.1007/s11258-012-0102-9
2012,Ecohydrology,The role of precipitation variability on the ecohydrology of grasslands,10.1002/eco.224
2012,Ecology Letters,Predicting plant responses to mycorrhizae: integrating evolutionary history and plant traits,10.1111/j.1461-0248.2012.01786.x
2012,Freshwater Biology,"The expansion of woody riparian vegetation, and subsequent stream restoration, influences the metabolism of prairie streams",10.1111/j.1365-2427.2012.02778.x
2012,Biological Invasions,The invasive Lespedeza cuneata attracts more insect pollinators than native congeners in tallgrass prairie with variable impacts,10.1007/s10530-011-0138-0
2013,Journal of Vegetation Science,Correlations between genetic and species diversity: effects of resource quantity and heterogeneity,10.1111/jvs.12042
2013,Ecology,Mechanisms of selection: Phenotypic differences among genotypes explain patterns of selection in a dominant species,10.1890/12-1119.1
2013,Ecosphere,"Seed source has variable effects on species, communities, and ecosystem properties in grassland restorations",10.1890/ES13-00090.1
2013,Journal of Plant Ecology,Genotypic diversity of a dominant C4 grass across a long-term fire frequency gradient,10.1093/jpe/rtt006
2013,Oikos,Precipitation timing and grazer performance in a tallgrass prairie,10.1111/j.1600-0706.2012.20400.x
2013,Molecular Ecology,High-throughput amplicon sequencing of rRNA genes requires a copy number correction to accurately reflect the effects of management practices on soil nematode community structure,10.1111/mec.12480
2013,Journal of Vegetation Science,Limited effects of dominant species population source on community composition during community assembly,10.1111/j.1654-1103.2012.01475.x
2013,Austral Ecology,Variation in root system traits among African semi-arid savanna grasses: implications for drought tolerance,10.1111/j.1442-9993.2012.02422.x
2013,Molecular Ecology,Patterns of diversity and adaptation in Glomeromycota from three prairie grasslands,10.1111/mec.12268
2013,Freshwater Science,Blazing and grazing: influences of fire and bison on tallgrass prairie stream water quality,10.1899/12-118.1
2013,Journal of Wildlife Management,Spatial heterogeneity in habitat selection: nest site selection by Greater Prairie-Chickens,10.1002/jwmg.493
2013,Ecosphere,Identifying the water sources consumed by bison: implications for large mammalian grazers worldwide,10.1890/ES12-00359.1
2013,Ecosphere,Population origin and genome size do not impact Panicum virgatum (switchgrass) responses to variable precipitation,10.1890/ES12-00339.1
2013,Ecosystems,Woody vegetation removal stimulates riparian and benthic denitrification in tallgrass prairie,10.1007/s10021-012-9630-3
2013,Global Change Biology,Predicting invasion in grassland ecosystems: is exotic dominance the real embarrassment of richness?,10.1111/gcb.12370
2013,Behavioral Ecology,Variance in mating success does not produce strong sexual selection in a polygynous songbird,10.1093/beheco/art077
2013,Behavioral Ecology and Sociobiology,"Positive association between social and extra-pair mating in a polygynous songbird, the dickcissel (Spiza americana)",10.1007/s00265-012-1444-y
2013,Plant Ecology,Temporal dynamics of plant community regeneration sources during tallgrass prairie restoration,10.1007/s11258-013-0241-7
2013,Ecology,Altered precipitation regime affects the function and composition of soil microbial communities on multiple time scales,10.1890/12-2018.1
2014,Journal of Ecology,"Changes in plant community composition, not diversity, during a decade of nitrogen and phosphorus additions drive above-ground productivity in a tallgrass prairie",10.1111/1365-2745.12312
2014,Ecohydrology,Impacts of seasonality and surface heterogeneity on water-use efficiency in mesic grasslands,10.1002/eco.1455
2014,Journal of Vegetation Science,"Direct and indirect relationships between genetic diversity of a dominant grass, community diversity and above-ground productivity in tallgrass prairie",10.1111/jvs.12108
